Sample,mcg,gvh,alm,mit,erl,pox,vac,nuc,Class
1191,0.32,0.36,NA,0.38,0.5,0,0.5,0.4,non-CYT
1192,0.4,0.65,0.38,0.17,0.5,0,NA,0.22,non-CYT
1193,0.36,0.37,0.63,NA,0.5,0,0.3,0.22,CYT
1194,0.49,0.55,0.41,0.19,0.5,0,0.48,0.31,non-CYT
1195,0.3,0.45,0.55,0.19,0.5,0,0.53,NA,CYT
1196,NA,0.72,NA,NA,0.5,0,0.52,0.33,non-CYT
1197,NA,0.4,0.53,0.19,0.5,0,0.48,0.27,CYT
1198,0.45,0.57,0.52,0.21,0.5,0,0.54,0.38,non-CYT
1199,NA,0.61,0.38,0.35,0.5,0,0.49,NA,non-CYT
1200,0.55,0.41,0.67,0.61,0.5,0,NA,0.14,non-CYT
1201,0.28,0.18,0.72,0.26,0.5,0,0.49,0.25,non-CYT
1202,0.66,0.65,0.53,0.17,0.5,0,0.47,0.66,non-CYT
1203,0.36,0.5,0.39,0.23,0.5,0,0.5,0.22,non-CYT
1204,0.48,NA,0.56,0.29,0.5,0,0.51,0.43,non-CYT
1205,0.33,0.37,0.49,0.22,0.5,0,0.55,0.22,CYT
1206,0.58,0.43,0.32,0.11,0.5,0,0.49,0.22,non-CYT
1207,0.58,0.64,0.42,NA,0.5,0,0.54,0.22,non-CYT
1208,0.74,0.82,0.46,0.24,0.5,0,0.5,0.31,non-CYT
1209,0.74,0.82,0.46,0.24,0.5,0,0.48,0.22,non-CYT
1210,0.75,0.76,0.58,0.22,0.5,0,0.49,0.22,non-CYT
1211,0.58,0.37,0.58,0.16,0.5,0,0.51,0.22,non-CYT
1212,0.39,0.39,0.65,0.16,NA,0,0.45,0.22,CYT
1213,0.51,0.59,0.55,0.21,0.5,0,0.52,0.22,CYT
1214,0.41,0.35,0.6,0.22,0.5,0,0.56,0.79,CYT
1215,0.43,0.28,0.41,0.32,0.5,0,0.52,0.22,non-CYT
1216,0.41,0.49,0.55,0.13,0.5,0,0.55,0.22,CYT
1217,0.23,0.29,NA,0,0.5,0,0.43,NA,CYT
1218,0.25,0.48,0.45,0.32,0.5,0,0.4,NA,CYT
1219,NA,0.34,0.55,0.44,0.5,0,0.48,0.26,CYT
1220,0.61,0.54,0.54,0.38,0.5,0,0.54,0.29,non-CYT
1221,0.48,0.17,0.37,0.33,0.5,0,0.44,0.36,non-CYT
1222,0.47,0.47,0.5,NA,0.5,0,0.51,0.26,non-CYT
1223,0.55,0.38,0.52,0.16,0.5,0,0.49,0.64,non-CYT
1224,0.41,0.39,0.61,0.17,NA,0,0.5,0.61,non-CYT
1225,0.41,0.56,0.53,0.16,NA,0,0.55,0.26,non-CYT
1226,0.78,0.73,0.27,0.28,0.5,0,0.56,0.22,non-CYT
1227,0.31,0.51,0.38,0.18,0.5,0,0.46,0.31,non-CYT
1228,0.63,0.64,0.49,0.2,0.5,0,0.52,0.25,CYT
1229,0.31,0.4,0.31,0.17,0.5,0,0.52,0.22,non-CYT
1230,0.44,0.65,0.49,0.16,0.5,0,0.48,0.31,non-CYT
1231,0.48,0.44,0.46,0.37,0.5,0,0.46,0.36,CYT
1232,0.5,0.49,0.46,0.22,0.5,0,0.53,0.25,CYT
1233,0.62,0.42,0.47,0.16,0.5,0,0.52,0.22,CYT
1234,0.5,0.45,0.52,0.18,0.5,0,0.52,0.22,CYT
1235,0.59,0.51,0.47,0.21,0.5,0,0.47,0.22,CYT
1236,0.39,0.47,0.49,0.2,0.5,0,0.53,0.26,CYT
1237,0.49,0.48,0.52,0.24,0.5,0,0.5,0.22,CYT
1238,0.59,0.48,0.49,0.42,0.5,0,0.52,0.22,CYT
1239,0.57,0.35,0.5,0.43,0.5,0,0.53,0.22,CYT
1240,0.61,0.52,0.5,0.44,0.5,0,0.53,0.22,CYT
1241,0.49,0.51,0.52,0.13,0.5,0,NA,0.33,non-CYT
1242,NA,0.4,NA,0.15,0.5,0,0.52,NA,non-CYT
1243,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22,CYT
1244,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22,CYT
1245,0.52,0.45,0.53,0.34,0.5,0,0.52,0.44,CYT
1246,0.54,0.48,0.55,0.33,0.5,0,0.55,0.4,CYT
1247,0.55,0.79,0.45,0.25,0.5,0,0.51,0.22,non-CYT
1248,0.58,0.51,0.63,0.2,0.5,0,0.5,0.42,non-CYT
1249,0.63,0.58,0.57,0.1,0.5,0,0.52,0.33,non-CYT
1250,0.54,0.67,0.56,0.15,0.5,0,0.57,0.33,non-CYT
1251,0.41,0.59,0.65,NA,0.5,0,0.49,0.33,non-CYT
1252,0.47,0.38,0.5,0.15,0.5,0,0.49,0.47,non-CYT
1253,0.33,0.17,0.52,0.13,0.5,0,0.51,0.75,non-CYT
1254,0.42,0.5,0.59,0.17,0.5,0,0.51,0.22,CYT
1255,0.54,0.55,0.55,0.4,0.5,0,0.53,0.22,CYT
1256,0.31,0.31,0.57,0.15,0.5,0,0.5,0.22,CYT
1257,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,CYT
1258,0.33,0.36,0.62,0.26,0.5,0,0.55,0.22,CYT
1259,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,CYT
1260,0.47,0.56,0.58,0.19,0.5,0,0.44,0.64,CYT
1261,0.32,NA,0.52,0.18,0.5,0,0.48,0.34,CYT
1262,0.28,0.27,0.5,0.14,NA,0,0.5,0.28,CYT
1263,0.41,0.46,NA,NA,0.5,0,0.57,0.38,CYT
1264,0.44,0.54,0.51,0.16,0.5,0,0.58,0.22,CYT
1265,0.44,0.55,0.51,0.16,0.5,0,NA,0.22,CYT
1266,0.77,0.7,0.44,0.29,0.5,0,0.56,0.22,non-CYT
1267,0.4,0.56,0.53,0.15,0.5,0,0.49,0.22,CYT
1268,0.79,0.79,0.42,0.26,0.5,0,0.6,0.22,non-CYT
1269,0.8,0.83,0.43,0.24,0.5,0,0.54,0.22,non-CYT
1270,0.58,0.55,0.51,0.13,0.5,0,0.52,0.22,CYT
1271,0.55,0.69,0.51,0.12,0.5,0,0.51,0.22,CYT
1272,0.47,0.46,0.53,0.12,0.5,0,0.51,0.25,non-CYT
1273,0.57,0.29,0.63,0.22,0.5,0,0.49,0.27,non-CYT
1274,0.52,0.49,0.59,0.21,0.5,0,0.47,0.22,non-CYT
1275,0.41,0.42,0.53,0.17,0.5,0,0.48,0.58,non-CYT
1276,0.45,0.36,0.5,0.19,0.5,0,0.53,0.7,non-CYT
1277,0.53,0.51,0.54,0.21,0.5,0,0.45,0.22,non-CYT
1278,0.49,0.5,0.42,0.43,0.5,0,0.5,0.36,non-CYT
1279,0.44,0.49,0.49,0.27,0.5,0,0.52,0.22,CYT
1280,0.25,0.26,0.53,0.17,0.5,0,0.45,0.22,CYT
1281,0.49,0.46,7.501819407,0.18,0.5,0,0.35,0.22,CYT
1282,0.42,0.37,0.54,0.17,0.5,0,0.51,0.22,CYT
1283,0.42,0.45,0.75,0.21,0.5,0,0.48,0.22,CYT
1284,0.39,0.45,NA,0.17,0.5,0,0.51,0.22,CYT
1285,0.63,0.54,0.53,0.27,0.5,0,0.49,0.22,CYT
1286,NA,0.43,0.48,0.27,0.5,0,0.44,0.41,CYT
1287,0.4,0.44,0.5,0.13,0.5,0,0.52,NA,CYT
1288,0.55,0.39,0.39,NA,0.5,0,0.5,0.83,non-CYT
1289,0.59,0.48,0.41,0.53,0.5,0,0.48,0.56,non-CYT
1290,0.49,0.38,0.49,0.15,0.5,0,0.53,0.25,non-CYT
1291,0.53,0.45,0.52,0.29,0.5,0,0.55,0.38,non-CYT
1292,0.62,0.6,0.54,0.22,0.5,0,0.54,0.27,CYT
1293,0.33,0.46,0.53,NA,0.5,0,0.5,0.27,CYT
1294,0.57,0.36,NA,0.25,0.5,0,0.54,NA,CYT
1295,0.45,0.76,0.51,0.25,0.5,0,NA,0.22,CYT
1296,0.48,0.44,0.51,0.24,0.5,0,0.49,0.22,CYT
1297,0.59,0.64,0.44,0.26,0.5,0,0.5,NA,CYT
1298,0.79,0.56,0.53,0.19,0.5,0,0.47,0.35,CYT
1299,0.5,0.5,0.48,0.34,0.5,0,0.52,0.27,non-CYT
1300,0.79,0.62,0.35,0.35,0.5,0,0.6,0.28,non-CYT
1301,0.52,0.5,0.6,0.2,0.5,0,0.52,0.22,CYT
1302,0.59,0.46,0.57,0.17,0.5,0,0.52,0.22,CYT
1303,0.53,0.42,0.53,0.19,0.5,0,0.47,0.22,CYT
1304,0.59,0.46,0.55,0.17,0.5,0,0.52,0.25,CYT
1305,0.61,0.73,0.5,0.58,0.5,0,0.5,0.22,non-CYT
1306,0.5,0.43,0.56,0.17,0.5,0,0.35,0.22,non-CYT
1307,0.36,0.52,0.61,0.33,0.5,0,0.52,0.37,non-CYT
1308,0.66,0.54,0.53,0.17,0.5,0,0.54,0.22,CYT
1309,0.52,0.51,0.48,NA,0.5,0,0.54,0.31,CYT
1310,0.56,0.46,0.51,0.25,0.5,0,0.54,0.22,CYT
1311,0.47,0.46,0.49,0.27,0.5,0,0.59,NA,CYT
1312,0.5,0.46,0.49,0.27,0.5,0,0.6,0.22,CYT
1313,0.43,0.48,NA,0.26,0.5,0,0.52,0.22,non-CYT
1314,0.5,0.44,0.57,0.28,0.5,0,0.57,0.22,CYT
1315,0.46,0.47,NA,NA,0.5,0,0.38,0.22,CYT
1316,0.59,0.7,0.46,0.19,0.5,0,0.54,0.44,CYT
1317,0.19,0.41,0.55,0.13,0.5,0,0.52,0.25,CYT
1318,0.27,0.43,0.5,0.13,0.5,0,0.54,0.31,CYT
1319,0.42,0.46,0.44,0.17,0.5,0,0.51,0.42,CYT
1320,NA,0.36,0.47,0.28,0.5,0,0.56,0.54,non-CYT
1321,0.42,0.51,0.33,0.16,0.5,0,0.54,0.22,non-CYT
1322,0.34,0.42,0.48,NA,0.5,0,0.46,0.31,non-CYT
1323,0.6,0.57,0.63,0.22,0.5,0,0.5,0.49,non-CYT
1324,0.53,0.44,0.54,0.52,0.5,0,0.49,0.38,non-CYT
1325,NA,0.39,0.56,0.23,0.5,0,NA,0.22,CYT
1326,0.56,0.49,0.47,0.13,0.5,0,0.52,0.22,non-CYT
1327,0.47,0.59,0.56,0.09,0.5,0,NA,0.22,CYT
1328,0.4,0.28,0.58,0.44,0.5,0,0.41,0.22,CYT
1329,NA,0.35,0.55,0.19,0.5,0,0.3,0.22,CYT
1330,0.5,0.47,0.45,0.14,0.5,0,0.53,0.32,non-CYT
1331,0.55,0.49,0.6,0.18,0.5,0,0.51,0.22,non-CYT
1332,NA,0.44,0.5,0.09,0.5,0,0.55,0.22,non-CYT
1333,0.66,0.37,0.6,0.25,0.5,0,0.69,0.22,non-CYT
1334,0.51,0.49,0.48,0.55,0.5,0,0.52,0.58,CYT
1335,0.36,0.51,0.51,0.17,0.5,0,0.52,0.22,non-CYT
1336,NA,0.68,0.35,0.16,0.5,0,0.62,0.22,non-CYT
1337,0.44,0.35,0.55,0.14,0.5,0,0.52,0.22,non-CYT
1338,0.73,0.59,0.35,NA,0.5,0,0.54,0.22,non-CYT
1339,0.6,0.37,0.52,NA,0.5,0,0.55,0.26,non-CYT
1340,0.64,0.61,0.56,NA,0.5,0,0.54,0.22,non-CYT
1341,0.48,0.58,0.58,0.12,0.5,0,0.49,0.22,non-CYT
1342,0.65,NA,0.53,0.21,0.5,0,0.51,NA,non-CYT
1343,0.48,0.49,0.49,0.26,0.5,0,0.39,0.27,non-CYT
1344,0.57,0.54,0.32,0.15,0.5,0,0.52,0.25,non-CYT
1345,0.4,NA,0.32,0.16,0.5,0,0.51,0.27,non-CYT
1346,0.5,0.55,0.52,0.16,0.5,0,0.51,0.31,CYT
1347,0.65,0.63,0.47,0.22,0.5,0,0.52,0.27,CYT
1348,0.41,0.48,0.51,0.2,0.5,0,NA,0.22,CYT
1349,NA,0.4,0.54,0.16,0.5,0,NA,0.22,CYT
1350,0.63,0.56,0.52,0.21,0.5,0,0.5,NA,CYT
1351,0.56,0.68,0.42,0.36,0.5,0,0.49,0.22,CYT
1352,0.57,0.47,NA,0.17,0.5,0,0.52,0.26,non-CYT
1353,0.46,0.52,0.51,NA,0.5,0,0.47,0.22,CYT
1354,0.5,0.4,0.57,0.17,0.5,0,0.59,0.22,CYT
1355,0.78,0.71,0.35,0.25,0.5,0,0.49,0.22,non-CYT
1356,0.64,0.56,0.52,0.17,0.5,0,0.54,0.47,non-CYT
1357,1,0.8,0.29,NA,0.5,0,0.52,0.22,non-CYT
1358,0.51,0.39,0.56,0.55,0.5,0,0.46,0.64,non-CYT
1359,0.69,0.66,0.36,0.09,0.5,0,0.56,0.22,non-CYT
1360,0.4,0.45,NA,0.15,0.5,0,0.53,0.48,non-CYT
1361,NA,0.53,0.36,0.15,0.5,0,0.52,0.27,non-CYT
1362,0.39,0.63,0.41,0.27,0.5,0,0.49,0.22,non-CYT
1363,0.45,0.51,0.43,0.22,0.5,0,0.57,0.22,non-CYT
1364,0.77,0.78,0.27,0.37,0.5,0,NA,0.22,non-CYT
1365,0.88,0.75,0.41,0.36,0.5,0,0.43,0.22,non-CYT
1366,NA,0.49,0.4,0.2,0.5,0,0.48,0.26,non-CYT
1367,0.57,0.53,0.6,0.28,0.5,0,0.52,0.45,non-CYT
1368,0.53,0.52,0.49,0.27,0.5,0,0.51,0.22,CYT
1369,0.5,0.47,0.56,0.31,0.5,0,0.56,0.26,CYT
1370,NA,0.79,0.41,0.38,0.5,0,0.54,0.22,non-CYT
1371,0.33,NA,0.46,0.22,0.5,0,NA,0.33,non-CYT
1372,0.47,0.41,0.46,0.18,0.5,0,0.53,0.22,non-CYT
1373,0.45,0.39,0.46,0.29,0.5,0,NA,0.22,non-CYT
1374,0.59,0.56,0.5,0.48,0.5,0,0.46,0.22,non-CYT
1375,0.32,0.3,0.57,0.38,NA,0,0.5,0.25,non-CYT
1376,0.26,0.3,0.37,0.15,0.5,0,0.53,0.25,non-CYT
1377,0.28,0.41,0.46,0.18,0.5,0,0.47,NA,non-CYT
1378,0.45,0.5,NA,0.16,0.5,0,0.52,0.28,non-CYT
1379,0.24,0.25,0.57,0.28,0.5,0,0.51,0.11,CYT
1380,0.46,0.61,0.55,0.29,0.5,0,0.49,0.22,non-CYT
1381,0.54,0.44,0.38,0.22,0.5,0,0.54,0.3,non-CYT
1382,0.22,0.53,0.36,0.22,0.5,0,0.54,0.31,non-CYT
1383,0.25,0.41,0.47,0.14,0.5,0,0.56,0.68,non-CYT
1384,0.43,0.41,0.37,0.18,0.5,0,0.54,0.31,non-CYT
1385,0.4,0.44,0.47,0.25,0.5,0,0.54,0.56,non-CYT
1386,NA,0.59,0.38,0.12,0.5,0,0.5,0.22,non-CYT
1387,0.8,0.82,0.4,0.31,0.5,0,0.57,0.25,non-CYT
1388,0.29,0.39,0.46,0.36,0.5,0,0.51,0.22,non-CYT
1389,0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22,non-CYT
1390,0.57,0.52,NA,0.2,0.5,0.83,0.52,0.41,non-CYT
1391,0.43,0.6,0.4,0.12,0.5,0,0.49,0.29,non-CYT
1392,0.56,0.71,0.47,NA,0.5,0,0.52,0.22,non-CYT
1393,0.65,0.62,0.26,0.33,0.5,0,0.55,0.22,non-CYT
1394,0.77,0.7,0.37,0.12,0.5,0,0.49,0.26,non-CYT
1395,0.47,0.61,0.32,0.27,0.5,0,0.5,0.3,non-CYT
1396,0.71,0.51,0.49,0.23,0.5,0,0.3,0.32,non-CYT
1397,NA,0.48,0.49,0.49,0.5,0,0.36,0.32,CYT
1398,0.58,0.63,0.52,0.7,0.5,0,0.46,0.22,non-CYT
1399,0.3,0.68,0.41,NA,0.5,0,0.51,0.22,non-CYT
1400,0.74,0.73,0.32,0.2,0.5,0,0.55,0.22,non-CYT
1401,0.55,0.35,0.36,0.29,0.5,0,0.51,0.22,non-CYT
1402,0.35,0.32,0.31,0.16,0.5,0,0.56,0.22,non-CYT
1403,0.67,0.61,0.39,0.24,0.5,0,0.51,0.22,non-CYT
1404,0.69,0.57,0.39,0.19,0.5,0,NA,0.39,non-CYT
1405,0.47,0.41,0.53,0.27,0.5,0,0.47,0.25,non-CYT
1406,0.39,0.56,NA,0.18,0.5,0,NA,0.22,non-CYT
1407,0.51,0.38,0.42,0.21,0.5,0,0.46,0.34,non-CYT
1408,0.32,0.45,0.39,0.14,0.5,0,0.45,0.22,non-CYT
1409,NA,0.73,0.35,0.33,NA,0,0.49,0.28,non-CYT
1410,0.54,0.54,0.56,0.18,0.5,0,0.46,0.29,non-CYT
1411,0.71,0.64,0.42,0.28,0.5,0,0.43,0.22,non-CYT
1412,0.28,0.48,0.36,0.16,0.5,0,0.53,0.22,non-CYT
1413,NA,NA,0.45,0.32,0.5,0,NA,0.37,non-CYT
1414,0.52,0.65,0.36,0.26,0.5,0,0.44,0.22,non-CYT
1415,0.64,0.44,NA,0.15,0.5,0,0.56,NA,CYT
1416,0.48,0.58,0.47,NA,0.5,0,0.53,0.74,CYT
1417,0.42,0.71,0.45,0.15,0.5,0,0.48,0.22,non-CYT
1418,0.38,0.37,0.36,0.14,0.5,0,0.54,0.22,non-CYT
1419,0.4,0.4,0.44,0.37,0.5,0,0.53,0.25,non-CYT
1420,0.38,0.56,0.38,0.16,0.5,0,0.53,0.22,non-CYT
1421,0.8,0.79,0.43,0.25,0.5,0,0.52,0.22,non-CYT
1422,0.63,0.65,0.42,0.18,NA,0,0.54,NA,non-CYT
1423,0.47,0.4,0.63,0.19,0.5,0,0.52,0.32,non-CYT
1424,NA,0.94,0.32,NA,0.5,0,0.51,0.22,non-CYT
1425,0.61,0.76,0.3,0.16,0.5,0,0.45,0.41,non-CYT
1426,0.33,0.38,0.47,0.14,0.5,0,0.51,0.47,non-CYT
1427,0.38,0.67,0.33,NA,0.5,0,0.51,0.22,non-CYT
1428,0.39,0.33,0.33,0.23,0.5,0,0.47,0.22,non-CYT
1429,0.5,0.63,0.45,0.13,0.5,0,0.45,0.32,non-CYT
1430,0.2,0.6,0.5,0.29,0.5,0,0.51,0.22,non-CYT
1431,0.29,0.26,0.43,0.17,0.5,0,NA,0.3,non-CYT
1432,0.51,0.46,0.41,0.36,0.5,0,0.49,0.22,non-CYT
1433,0.92,0.66,0.52,0.23,0.5,0,0.53,0.22,non-CYT
1434,0.49,NA,0.37,0.2,0.5,0,0.53,0.22,non-CYT
1435,0.86,0.78,0.34,0.15,0.5,0,0.53,0.22,non-CYT
1436,0.38,0.44,0.57,0.14,0.5,0,0.53,0.52,non-CYT
1437,0.72,0.73,0.41,0.28,0.5,0,0.44,0.22,non-CYT
1438,0.8,0.73,0.47,0.19,0.5,0,0.49,0.22,non-CYT
1439,0.49,0.55,0.35,0.23,0.5,0,0.57,0.22,non-CYT
1440,0.63,0.71,0.44,0.53,0.5,0,0.52,0.22,non-CYT
1441,0.6,0.68,0.3,0.27,0.5,0,0.55,0.22,non-CYT
1442,0.4,0.43,0.49,0.17,0.5,0,0.51,0.36,non-CYT
1443,0.82,0.63,0.47,0.18,0.5,0,0.5,NA,non-CYT
1444,0.77,0.68,0.35,0.19,0.5,0,0.53,0.43,non-CYT
1445,0.51,0.59,0.46,0.13,0.5,0,0.48,0.22,non-CYT
1446,0.52,0.46,0.34,0.2,0.5,0,NA,0.25,non-CYT
1447,0.47,0.5,NA,0.63,0.5,0,0.38,0.16,CYT
1448,0.34,0.24,0.51,0.15,0.5,0,0.54,0.4,non-CYT
1449,0.35,0.29,0.46,0.14,0.5,0,0.54,0.66,non-CYT
1450,NA,0.67,0.49,0.16,0.5,0,0.47,0.28,non-CYT
1451,0.85,0.85,0.3,0.31,0.5,0,0.55,NA,non-CYT
1452,0.36,0.48,0.61,0.26,0.5,0,0.5,0.16,non-CYT
1453,0.41,0.25,0.59,0.44,0.5,0,0.6,0.69,non-CYT
1454,0.3,0.37,0.4,0.45,0.5,0,0.48,0.41,non-CYT
1455,0.57,0.59,0.49,0.86,0.5,0,0.47,0.22,non-CYT
1456,0.38,NA,0.39,0.19,0.5,0,0.46,0.62,non-CYT
1457,0.77,0.74,0.37,0.29,0.5,0,0.45,0.22,non-CYT
1458,0.47,0.38,0.58,NA,0.5,0,0.57,0.22,CYT
1459,0.5,0.61,0.44,0.2,0.5,0,0.49,NA,non-CYT
1460,0.41,0.45,0.46,0.23,0.5,0,0.5,0.7,CYT
1461,0.46,0.62,0.46,0.54,0.5,0,NA,0.27,non-CYT
1462,0.74,0.75,0.45,0.44,0.5,0,0.52,0.22,non-CYT
1463,NA,0.53,0.58,0.69,0.5,0,0.5,0.22,non-CYT
1464,0.41,0.47,0.5,0.14,0.5,0,0.53,0.37,non-CYT
1465,0.25,0.4,0.52,0.15,0.5,0,0.56,0.28,non-CYT
1466,0.58,0.56,0.38,NA,0.5,0,0.54,0.57,non-CYT
1467,0.32,0.29,0.29,0.08,0.5,0,0.52,0.22,non-CYT
1468,0.38,0.48,0.57,0.3,0.5,0,0.41,0.11,CYT
1469,0.39,0.58,NA,0.18,0.5,0,0.48,0.22,non-CYT
1470,NA,0.47,0.47,NA,0.5,0,0.44,0.26,non-CYT
1471,0.63,0.57,0.5,0.48,0.5,0,0.51,0.22,non-CYT
1472,0.51,0.45,0.62,0.25,0.5,0,0.59,0.22,non-CYT
1473,0.59,0.67,0.54,0.19,0.5,0,0.48,0.6,non-CYT
1474,0.6,0.61,0.54,0.11,0.5,0,0.46,0.22,CYT
1475,0.48,0.61,0.57,0.17,0.5,0,0.45,0.22,CYT
1476,0.71,0.5,0.5,0.18,0.5,0,0.46,0.22,CYT
1477,0.61,0.48,0.54,0.25,0.5,0,NA,0.22,CYT
1478,0.38,0.32,0.64,0.41,0.5,0,NA,NA,CYT
1479,0.38,0.4,0.66,0.35,0.5,0,NA,0.11,CYT
1480,0.81,NA,0.43,0.17,NA,0,0.53,0.22,non-CYT
1481,0.47,0.43,0.61,0.4,0.5,0,0.48,0.47,non-CYT
1482,0.67,0.57,0.36,NA,0.5,0,0.56,0.22,non-CYT
1483,0.43,0.4,0.6,0.16,0.5,0,0.53,0.39,non-CYT
1484,0.65,0.54,0.54,0.13,NA,0,0.53,0.22,CYT
